Datum,Kurs
2025-06-26,123.239
2025-06-27,123.5
2025-06-30,123.5
2025-07-01,123.5
2025-07-02,123.5
2025-07-03,123.5
2025-07-04,123.697
2025-07-07,123.697
2025-07-08,124.294
2025-07-09,123.309
2025-07-10,124.406
2025-07-11,124.275
2025-07-14,123.29
2025-07-15,124.506
2025-07-16,123.028
2025-07-17,123.459
2025-07-18,124.446
2025-07-21,123.542
2025-07-22,123.728
2025-07-23,125
2025-07-24,123.602
2025-07-25,124.562
2025-07-28,124.436
2025-07-29,124.767
2025-07-30,124.777
2025-07-31,124.817
2025-08-01,124.736
2025-08-04,125
2025-08-05,125
2025-08-06,125
2025-08-07,125
2025-08-08,125
2025-08-11,125
2025-08-12,125
2025-08-13,125
2025-08-14,125
2025-08-15,125
2025-08-18,124.938
2025-08-19,124.007
2025-08-20,124.087
2025-08-21,124.087
2025-08-22,123.957
2025-08-25,124.808
2025-08-26,123.908
2025-08-27,123.967
2025-08-28,124.813
2025-08-29,125.019
2025-09-01,124.027
2025-09-02,123.947
2025-09-03,124.5
2025-09-04,124.5
2025-09-05,124.5
2025-09-08,124.5
2025-09-09,124.5
2025-09-10,124.5
2025-09-11,124.519
2025-09-12,124.456
2025-09-15,124.336
2025-09-16,124.466
2025-09-17,124.466
2025-09-18,124.515
2025-09-19,124.576
2025-09-22,124.406
2025-09-23,124.406
2025-09-24,124.416
2025-09-25,124.436
2025-09-26,124.386
2025-09-29,125
2025-09-30,125
2025-10-01,125.233
2025-10-02,124.22
2025-10-03,124.595
2025-10-06,124.387
2025-10-07,124.576
2025-10-08,124.735
2025-10-09,124.735
2025-10-10,124.82
2025-10-13,124.44
2025-10-14,124.87
2025-10-15,124.9
2025-10-16,124.85
2025-10-17,125.22
2025-10-20,124.99
2025-10-21,125.26
2025-10-22,125.41
2025-10-23,125.04
2025-10-24,125.33
2025-10-27,124.95
2025-10-28,124.96
2025-10-29,125.4
2025-10-30,125.4
2025-10-31,125.3
2025-11-03,125
2025-11-04,125.31
2025-11-05,124.95
2025-11-06,125.21
2025-11-07,124.81
2025-11-10,125.02
2025-11-11,125.01
2025-11-12,124.92
