Datum,Kurs
2024-10-04,365.00
2024-10-07,364.00
2024-10-08,364.00
2024-10-09,364.00
2024-10-10,364.00
2024-10-11,364.00
2024-10-14,365.20
2024-10-15,365.20
2024-10-16,368.19
2024-10-17,369.00
2024-10-18,365.99
2024-10-21,368.00
2024-10-22,368.00
2024-10-23,368.00
2024-10-24,363.00
2024-10-25,369.15
2024-10-28,363.00
2024-10-29,368.00
2024-10-30,363.00
2024-10-31,363.00
2024-11-01,367.00
2024-11-04,363.00
2024-11-05,365.00
2024-11-06,375.00
2024-11-07,375.00
2024-11-08,375.00
2024-11-11,375.00
2024-11-12,375.00
2024-11-13,382.23
2024-11-14,375.00
2024-11-15,375.00
2024-11-18,369.00
2024-11-19,375.67
2024-11-20,368.66
2024-11-21,380.00
2024-11-22,380.00
2024-11-25,380.00
2024-11-26,375.00
2024-11-27,380.00
2024-11-28,380.00
2024-11-29,380.00
2024-12-02,375.00
2024-12-03,378.00
2024-12-04,387.90
2024-12-05,387.51
2024-12-06,378.47
2024-12-09,380.00
2024-12-10,391.66
2024-12-11,383.16
2024-12-12,396.00
2024-12-13,394.61
2024-12-16,385.00
2024-12-17,385.00
2024-12-18,384.00
2024-12-19,384.00
2024-12-20,382.00
2024-12-23,384.50
2024-12-27,382.10
2024-12-30,382.10
2025-01-02,391.86
2025-01-03,393.00
2025-01-06,385.00
2025-01-07,385.00
2025-01-08,394.80
2025-01-09,395.49
2025-01-10,393.20
2025-01-13,390.00
2025-01-14,379.50
2025-01-15,381.95
2025-01-16,385.65
2025-01-17,386.56
2025-01-20,396.62
2025-01-21,394.07
2025-01-22,398.00
2025-01-23,399.71
2025-01-24,394.07
2025-01-27,399.44
2025-01-28,394.07
2025-01-29,401.97
2025-01-30,399.71
2025-01-31,399.71
2025-02-03,396.00
2025-02-04,396.00
2025-02-05,396.00
2025-02-06,396.00
2025-02-07,407.00
2025-02-10,408.79
2025-02-11,398.00
2025-02-12,405.00
2025-02-13,405.00
2025-02-14,405.00
2025-02-17,408.40
2025-02-18,400.50
2025-02-19,405.00
2025-02-20,406.47
2025-02-21,406.00
2025-02-24,402.00
2025-02-25,402.00
2025-02-26,388.50
2025-02-27,390.00
2025-02-28,393.27
2025-03-03,380.50
2025-03-04,378.45
2025-03-05,376.40
2025-03-06,374.00
2025-03-07,370.00
2025-03-10,364.00
2025-03-11,350.00
2025-03-12,354.85
2025-03-13,359.00
2025-03-14,359.00
2025-03-17,359.00
2025-03-18,359.00
2025-03-19,367.65
2025-03-20,368.00
2025-03-21,368.00
2025-03-24,371.00
2025-03-25,374.26
2025-03-26,366.60
2025-03-27,366.60
2025-03-28,360.00
2025-03-31,358.00
2025-04-01,357.96
2025-04-02,350.00
2025-04-03,347.47
2025-04-04,328.88
2025-04-07,306.00
2025-04-08,310.00
2025-04-09,328.17
2025-04-10,329.27
2025-04-11,320.00
2025-04-14,320.00
2025-04-15,327.00
2025-04-16,324.28
2025-04-17,320.00
2025-04-22,314.00
2025-04-23,323.00
2025-04-24,328.00
2025-04-25,335.63
2025-04-28,337.02
2025-04-29,340.39
2025-04-30,340.39
2025-05-02,349.93
2025-05-05,350.00
2025-05-06,342.00
2025-05-07,342.00
2025-05-08,343.00
2025-05-09,343.00
2025-05-12,362.67
2025-05-13,366.00
2025-05-14,364.00
2025-05-15,365.00
2025-05-16,369.00
2025-05-19,365.00
2025-05-20,367.25
2025-05-21,364.52
2025-05-22,362.33
2025-05-23,354.67
2025-05-26,362.00
2025-05-27,354.51
2025-05-28,362.00
2025-05-29,359.92
2025-05-30,354.02
2025-06-02,354.10
2025-06-03,356.60
2025-06-04,357.90
2025-06-05,355.83
2025-06-06,364.00
2025-06-09,360.00
2025-06-10,364.00
2025-06-11,364.00
2025-06-12,364.00
2025-06-13,370.00
2025-06-16,360.00
2025-06-17,360.00
2025-06-18,360.00
2025-06-19,360.00
2025-06-20,360.00
2025-06-23,358.00
2025-06-24,358.00
2025-06-25,360.00
2025-06-26,358.00
2025-06-27,366.00
2025-06-30,366.00
2025-07-01,360.00
2025-07-02,357.73
2025-07-03,366.00
2025-07-04,366.00
2025-07-07,369.00
2025-07-08,366.00
2025-07-09,370.00
2025-07-10,370.00
2025-07-11,370.00
2025-07-14,374.43
2025-07-15,370.00
2025-07-16,375.00
2025-07-17,373.00
2025-07-18,374.00
2025-07-21,374.00
2025-07-22,370.00
2025-07-23,374.00
2025-07-24,374.00
2025-07-25,374.00
2025-07-28,380.00
2025-07-29,380.00
2025-07-30,380.00
2025-07-31,385.62
2025-08-01,371.74
2025-08-04,372.00
2025-08-05,380.00
2025-08-06,372.00
2025-08-07,380.00
2025-08-08,378.00
2025-08-11,380.00
2025-08-12,380.00
2025-08-13,380.00
2025-08-14,380.00
2025-08-15,380.00
2025-08-18,380.00
2025-08-19,380.00
2025-08-20,380.00
2025-08-21,380.00
2025-08-22,385.84
2025-08-25,389.25
2025-08-26,389.25
2025-08-27,389.25
2025-08-28,389.25
2025-08-29,389.25
2025-09-01,389.25
2025-09-02,389.25
2025-09-03,380.00
2025-09-04,389.25
2025-09-05,388.89
2025-09-08,389.25
2025-09-09,389.25
2025-09-10,385.00
2025-09-11,391.00
2025-09-12,388.00
2025-09-15,397.21
2025-09-16,394.00
2025-09-17,388.67
2025-09-18,402.00
2025-09-19,407.00
2025-09-22,402.50
2025-09-23,398.00
2025-09-24,397.10
2025-09-25,400.00
2025-09-26,400.00
2025-09-29,400.00
2025-09-30,400.00
2025-10-01,400.00
2025-10-02,402.00
2025-10-03,402.00
2025-10-06,405.00
2025-10-07,411.50
2025-10-08,413.00
2025-10-09,417.04
2025-10-10,400.45
2025-10-13,403.70
2025-10-14,406.12
2025-10-15,406.12
2025-10-16,400.80
2025-10-17,406.12
2025-10-20,406.12
2025-10-21,410.00
2025-10-22,410.00
2025-10-23,410.00
2025-10-24,410.00
2025-10-27,411.31
2025-10-28,411.5
2025-10-29,408.24
2025-10-30,413.1
2025-10-31,414.2
2025-11-03,417.0
2025-11-04,410.04
2025-11-05,410.0
2025-11-06,403.66
2025-11-07,408.9
2025-11-10,410.24
2025-11-11,412.0
2025-11-12,415.3
2025-11-13,412.1
2025-11-14,412.0
